Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date
4992,Operations,Non-compliance,High,2022-11-28
4993,Operations,Non-compliance,Medium,2022-02-28
4994,IT,Fraudulent Activity,Low,2022-10-26
4995,Finance,Fraudulent Activity,High,2022-10-18
4996,IT,Control Weakness,High,2022-11-20
4997,HR,Fraudulent Activity,Medium,2022-04-26
4998,IT,Control Weakness,High,2022-10-12
4999,HR,Fraudulent Activity,Low,2022-04-07
5000,IT,Non-compliance,High,2022-05-16
5001,IT,Fraudulent Activity,High,2022-03-15
5002,HR,Control Weakness,High,2022-10-28
5003,IT,Non-compliance,Medium,2022-09-07
5004,Finance,Fraudulent Activity,Medium,2022-04-22
5005,Marketing,Control Weakness,Low,2022-06-30
5006,HR,Fraudulent Activity,High,2022-08-05
5007,Finance,Control Weakness,Low,2022-11-09
5008,Operations,Fraudulent Activity,High,2022-05-25
5009,Marketing,Non-compliance,Low,2022-10-02
5010,IT,Non-compliance,Low,2022-11-02
5011,Operations,Fraudulent Activity,Medium,2022-10-08
5012,Finance,Fraudulent Activity,Low,2022-09-08
5013,HR,Non-compliance,High,2022-01-20
5014,Marketing,Fraudulent Activity,Medium,2022-01-14
5015,Finance,Control Weakness,Low,2022-05-06
5016,Finance,Control Weakness,Low,2022-04-24
5017,Operations,Fraudulent Activity,Medium,2022-07-28
5018,Finance,Control Weakness,Low,2022-06-07
5019,Operations,Control Weakness,High,2022-07-05
5020,Marketing,Non-compliance,High,2022-10-31
5021,Marketing,Fraudulent Activity,Low,2022-03-09
5022,HR,Non-compliance,Low,2022-12-22
5023,Finance,Non-compliance,Low,2022-05-20
5024,IT,Non-compliance,High,2022-02-26
5025,Operations,Non-compliance,High,2022-03-10
5026,Operations,Fraudulent Activity,Medium,2022-05-03
5027,HR,Non-compliance,Low,2022-06-23
5028,Operations,Control Weakness,High,2022-08-18
5029,IT,Fraudulent Activity,High,2022-06-24
5030,Finance,Fraudulent Activity,Low,2022-09-08
5031,Marketing,Control Weakness,Low,2022-08-15
5032,IT,Control Weakness,Low,2022-04-01
5033,HR,Non-compliance,Low,2022-11-01
5034,Operations,Fraudulent Activity,Medium,2022-01-05
5035,Finance,Control Weakness,High,2022-05-29
5036,IT,Control Weakness,High,2022-07-05
5037,Operations,Control Weakness,Low,2022-12-23
5038,Finance,Fraudulent Activity,Medium,2022-07-27
5039,Operations,Non-compliance,Medium,2022-11-06
5040,Finance,Fraudulent Activity,High,2022-05-27
5041,HR,Non-compliance,Low,2022-08-06
5042,Finance,Fraudulent Activity,Medium,2022-01-21
5043,Finance,Fraudulent Activity,Medium,2022-06-28
5044,IT,Non-compliance,Medium,2022-11-22
5045,HR,Fraudulent Activity,Low,2022-04-12
5046,IT,Non-compliance,High,2022-06-30
5047,Finance,Non-compliance,Medium,2022-09-08
5048,IT,Control Weakness,High,2022-12-19
5049,IT,Fraudulent Activity,Low,2022-08-15
5050,Operations,Control Weakness,Medium,2022-08-01
5051,Operations,Fraudulent Activity,High,2022-06-27
5052,Operations,Non-compliance,Low,2022-07-31
5053,Operations,Non-compliance,Low,2022-02-07
5054,Finance,Non-compliance,High,2022-08-21
5055,Operations,Non-compliance,Medium,2022-06-25
5056,HR,Fraudulent Activity,High,2022-06-29
5057,HR,Non-compliance,Medium,2022-07-22
5058,Operations,Control Weakness,Medium,2022-12-20
5059,Operations,Control Weakness,Low,2022-06-10
5060,Marketing,Fraudulent Activity,Low,2022-10-21
5061,Finance,Non-compliance,Medium,2022-01-16
5062,HR,Non-compliance,Low,2022-09-01
5063,IT,Control Weakness,Low,2022-07-09
5064,Operations,Non-compliance,High,2022-05-02
5065,Marketing,Fraudulent Activity,Low,2022-07-03
5066,Marketing,Control Weakness,Low,2022-12-28
5067,Finance,Control Weakness,High,2022-10-08
5068,Finance,Fraudulent Activity,Medium,2022-10-25
5069,Finance,Non-compliance,Medium,2022-06-26
5070,IT,Fraudulent Activity,High,2022-12-29
5071,HR,Control Weakness,Medium,2022-06-28
5072,Marketing,Non-compliance,Low,2022-09-10
5073,Finance,Control Weakness,Low,2022-07-22
5074,Marketing,Fraudulent Activity,Medium,2022-01-06
5075,Finance,Non-compliance,High,2022-08-16
5076,Marketing,Fraudulent Activity,Medium,2022-07-19
5077,HR,Control Weakness,High,2022-09-07
5078,IT,Fraudulent Activity,High,2022-02-16
5079,HR,Control Weakness,Low,2022-07-26
5080,Finance,Fraudulent Activity,Low,2022-08-06
5081,HR,Non-compliance,Low,2022-11-27
5082,Marketing,Non-compliance,Low,2022-02-16
5083,IT,Control Weakness,Low,2022-06-16
5084,Operations,Fraudulent Activity,High,2022-04-20
5085,Operations,Fraudulent Activity,Low,2022-10-30
5086,HR,Non-compliance,High,2022-04-03
5087,IT,Control Weakness,Low,2022-01-04
5088,Finance,Control Weakness,Medium,2022-08-28
5089,Operations,Non-compliance,Medium,2022-02-16
5090,Operations,Non-compliance,Medium,2022-07-02
5091,IT,Non-compliance,Medium,2022-04-24
5092,HR,Non-compliance,High,2022-06-22
5093,HR,Non-compliance,Low,2022-03-21
5094,Operations,Fraudulent Activity,High,2022-02-24
5095,Marketing,Fraudulent Activity,Medium,2022-04-13
5096,Marketing,Control Weakness,Low,2022-05-11
5097,Finance,Control Weakness,Low,2022-03-04
5098,HR,Fraudulent Activity,Low,2022-03-15
5099,Finance,Control Weakness,Medium,2022-03-01
5100,Operations,Non-compliance,Medium,2022-11-19
5101,Marketing,Control Weakness,High,2022-10-08
5102,Operations,Control Weakness,High,2022-12-14
5103,Marketing,Control Weakness,High,2022-02-05
5104,Marketing,Fraudulent Activity,Medium,2022-10-18
5105,Finance,Control Weakness,Medium,2022-11-09
5106,Operations,Fraudulent Activity,High,2022-09-10
5107,IT,Fraudulent Activity,Medium,2022-12-27
5108,Operations,Control Weakness,High,2022-08-31
5109,Operations,Fraudulent Activity,Low,2022-09-13
5110,Operations,Control Weakness,High,2022-09-07
5111,IT,Non-compliance,Low,2022-12-13
5112,Marketing,Fraudulent Activity,Medium,2022-03-10
5113,HR,Control Weakness,Medium,2022-11-16
5114,HR,Non-compliance,High,2022-04-07
5115,Operations,Non-compliance,Low,2022-11-22
5116,Finance,Control Weakness,High,2022-11-16
5117,Finance,Fraudulent Activity,Low,2022-04-04
5118,Operations,Control Weakness,High,2022-07-06
5119,HR,Non-compliance,High,2022-09-02
5120,HR,Fraudulent Activity,Medium,2022-09-04
5121,Operations,Control Weakness,Low,2022-06-13
5122,HR,Non-compliance,High,2022-01-26
5123,IT,Fraudulent Activity,Medium,2022-08-22
5124,Finance,Control Weakness,Low,2022-02-20
5125,IT,Control Weakness,Low,2022-03-08
5126,HR,Non-compliance,High,2022-12-15
5127,IT,Fraudulent Activity,Medium,2022-10-27
5128,Finance,Control Weakness,Low,2022-04-07
5129,Finance,Fraudulent Activity,Medium,2022-10-19
5130,Marketing,Non-compliance,Low,2022-07-17
5131,HR,Fraudulent Activity,Medium,2022-01-27
5132,IT,Fraudulent Activity,High,2022-06-27
5133,IT,Non-compliance,High,2022-05-08
5134,IT,Control Weakness,Low,2022-08-02
5135,IT,Fraudulent Activity,High,2022-05-09
5136,HR,Control Weakness,High,2022-06-23
5137,Finance,Non-compliance,Medium,2022-09-25
5138,Operations,Non-compliance,High,2022-02-27
5139,HR,Control Weakness,High,2022-06-09
5140,IT,Non-compliance,Medium,2022-12-23
5141,HR,Fraudulent Activity,Medium,2022-07-21
5142,Marketing,Control Weakness,Low,2022-07-15
5143,IT,Control Weakness,High,2022-03-01
5144,Marketing,Fraudulent Activity,Medium,2022-05-06
5145,Finance,Fraudulent Activity,Medium,2022-03-10
5146,IT,Control Weakness,Medium,2022-09-16
5147,IT,Fraudulent Activity,High,2022-02-03
5148,Marketing,Control Weakness,Medium,2022-09-08
5149,Marketing,Control Weakness,High,2022-12-19
5150,Finance,Fraudulent Activity,Low,2022-05-28
5151,IT,Non-compliance,Low,2022-07-07
5152,HR,Control Weakness,High,2022-07-28
5153,Marketing,Non-compliance,High,2022-08-16
5154,Operations,Fraudulent Activity,Medium,2022-08-16
5155,Marketing,Fraudulent Activity,Medium,2022-07-18
5156,Finance,Non-compliance,Low,2022-12-26
5157,Marketing,Fraudulent Activity,Low,2022-04-16
5158,IT,Non-compliance,High,2022-12-26
5159,Finance,Non-compliance,High,2022-01-07
5160,Finance,Control Weakness,High,2022-02-17
5161,Finance,Control Weakness,Low,2022-10-24
5162,Marketing,Fraudulent Activity,High,2022-04-28
5163,Marketing,Control Weakness,High,2022-09-04
5164,Finance,Fraudulent Activity,Low,2022-05-24
5165,Finance,Fraudulent Activity,Low,2022-02-17
5166,Marketing,Control Weakness,Low,2022-04-18
5167,Marketing,Fraudulent Activity,Medium,2022-08-31
5168,Finance,Control Weakness,Low,2022-11-25
5169,Operations,Non-compliance,High,2022-07-18
5170,Finance,Control Weakness,Medium,2022-10-08
5171,Marketing,Fraudulent Activity,High,2022-11-07
5172,IT,Fraudulent Activity,Low,2022-03-07
5173,Finance,Non-compliance,Low,2022-09-25
5174,HR,Control Weakness,High,2022-07-25
5175,HR,Control Weakness,Medium,2022-11-03
5176,Operations,Non-compliance,Low,2022-08-06
5177,HR,Fraudulent Activity,Medium,2022-08-09
5178,Finance,Control Weakness,Low,2022-12-18
5179,IT,Control Weakness,High,2022-04-27
5180,Finance,Fraudulent Activity,Medium,2022-09-14
5181,Finance,Control Weakness,Low,2022-06-18
5182,Marketing,Non-compliance,Medium,2022-10-10
5183,Marketing,Fraudulent Activity,High,2022-03-01
5184,IT,Non-compliance,High,2023-01-01
5185,Finance,Non-compliance,High,2022-03-03
5186,IT,Non-compliance,Medium,2022-09-07
5187,Finance,Control Weakness,Low,2022-07-08
5188,Marketing,Control Weakness,High,2022-04-18
5189,IT,Control Weakness,Low,2022-08-21
5190,HR,Fraudulent Activity,Low,2022-05-09
5191,Marketing,Fraudulent Activity,Medium,2022-02-24
5192,Finance,Control Weakness,Low,2022-01-28
5193,IT,Non-compliance,Medium,2022-02-17
5194,HR,Fraudulent Activity,Medium,2022-12-20
5195,Finance,Fraudulent Activity,Medium,2022-01-21
5196,Marketing,Control Weakness,Low,2022-09-14
5197,Marketing,Fraudulent Activity,Low,2022-04-01
5198,Marketing,Control Weakness,Low,2022-01-05
5199,Finance,Fraudulent Activity,Low,2022-03-17
5200,Operations,Non-compliance,Medium,2022-10-17
5201,IT,Control Weakness,High,2022-04-20
5202,Finance,Non-compliance,Low,2022-06-12
5203,HR,Control Weakness,Medium,2022-02-09
5204,IT,Fraudulent Activity,High,2022-12-19
5205,Marketing,Fraudulent Activity,High,2022-10-17
5206,Operations,Fraudulent Activity,Medium,2022-08-17
5207,IT,Control Weakness,High,2022-11-10
5208,Operations,Control Weakness,Medium,2022-10-07
5209,IT,Non-compliance,High,2022-09-24
5210,Finance,Non-compliance,High,2022-10-18
5211,Marketing,Non-compliance,High,2022-03-14
5212,Operations,Fraudulent Activity,Low,2022-03-26
5213,IT,Control Weakness,High,2022-09-05
5214,HR,Non-compliance,Low,2022-05-09
5215,IT,Control Weakness,Low,2022-04-06
5216,Operations,Fraudulent Activity,High,2022-08-01
5217,Marketing,Fraudulent Activity,Medium,2022-05-16
5218,HR,Control Weakness,Medium,2022-08-16
5219,HR,Non-compliance,Medium,2022-02-16
5220,IT,Non-compliance,Medium,2022-04-06
5221,Marketing,Control Weakness,Low,2022-08-14
5222,Operations,Control Weakness,High,2022-07-02
5223,Operations,Non-compliance,Medium,2022-04-30
5224,Operations,Fraudulent Activity,Medium,2022-09-04
5225,HR,Fraudulent Activity,High,2022-10-11
5226,Operations,Fraudulent Activity,High,2022-07-13
5227,Operations,Fraudulent Activity,Medium,2022-07-22
5228,Marketing,Control Weakness,Medium,2022-05-01
5229,Operations,Fraudulent Activity,High,2022-05-23
5230,Marketing,Control Weakness,Low,2022-03-14
5231,Marketing,Non-compliance,High,2022-02-16
5232,Finance,Non-compliance,High,2022-03-25
5233,IT,Fraudulent Activity,Low,2022-05-27
5234,Finance,Non-compliance,Low,2022-10-22
5235,Operations,Control Weakness,High,2022-10-11
5236,Marketing,Non-compliance,High,2022-06-05
5237,Marketing,Fraudulent Activity,Medium,2022-08-21
5238,Operations,Control Weakness,Medium,2022-01-12
5239,Operations,Fraudulent Activity,High,2022-03-25
5240,Marketing,Non-compliance,Low,2022-05-23
5241,Finance,Fraudulent Activity,High,2022-07-20
5242,HR,Control Weakness,Medium,2022-10-21
5243,HR,Non-compliance,Medium,2022-03-22
5244,Operations,Fraudulent Activity,Medium,2022-11-12
5245,IT,Fraudulent Activity,Low,2022-02-05
5246,Finance,Fraudulent Activity,High,2022-02-04
5247,Finance,Control Weakness,Low,2022-09-12
5248,Operations,Fraudulent Activity,Medium,2022-04-17
5249,Operations,Control Weakness,High,2022-12-20
5250,Finance,Non-compliance,Medium,2022-04-03
5251,HR,Non-compliance,High,2022-04-27
5252,Finance,Non-compliance,High,2022-11-03
5253,Marketing,Non-compliance,High,2022-03-24
5254,IT,Control Weakness,Medium,2022-04-18
5255,Operations,Fraudulent Activity,High,2022-12-04
5256,IT,Non-compliance,Low,2022-01-26
5257,Operations,Control Weakness,Medium,2022-01-16
5258,HR,Non-compliance,Low,2022-06-26
5259,Operations,Fraudulent Activity,Medium,2022-10-06
5260,Marketing,Fraudulent Activity,High,2022-06-18
5261,HR,Fraudulent Activity,Medium,2022-03-26
5262,Operations,Control Weakness,Medium,2022-01-26
5263,HR,Fraudulent Activity,Medium,2022-04-14
5264,Operations,Control Weakness,High,2022-08-27
5265,Operations,Non-compliance,Medium,2022-09-21
5266,IT,Fraudulent Activity,Low,2022-05-01
5267,IT,Control Weakness,High,2022-09-03
5268,Marketing,Fraudulent Activity,High,2022-11-20
5269,Operations,Non-compliance,High,2022-05-11
5270,Finance,Control Weakness,Low,2022-02-06
5271,Marketing,Non-compliance,Medium,2022-12-30
5272,Marketing,Control Weakness,Medium,2022-03-13
5273,IT,Fraudulent Activity,Medium,2022-05-10
5274,IT,Non-compliance,Low,2022-04-25
5275,Finance,Non-compliance,Low,2022-04-07
5276,HR,Non-compliance,Medium,2022-05-27
5277,Marketing,Non-compliance,High,2022-12-21
5278,Finance,Non-compliance,Medium,2022-08-20
5279,Marketing,Fraudulent Activity,High,2022-10-21
5280,HR,Control Weakness,Low,2022-12-02
5281,IT,Non-compliance,Low,2022-10-11
5282,Marketing,Fraudulent Activity,High,2022-07-02
5283,IT,Non-compliance,High,2022-02-26
5284,Operations,Fraudulent Activity,Low,2022-09-02
5285,HR,Non-compliance,High,2022-10-09
5286,Operations,Non-compliance,Low,2022-04-03
5287,Marketing,Non-compliance,High,2022-09-20
5288,Marketing,Control Weakness,High,2022-07-09
5289,Operations,Non-compliance,Low,2022-05-07
5290,Finance,Non-compliance,High,2022-01-27
5291,Finance,Control Weakness,Low,2022-08-09
5292,Finance,Fraudulent Activity,High,2022-12-01
5293,Operations,Fraudulent Activity,High,2022-08-28
5294,Finance,Fraudulent Activity,Medium,2022-07-07
5295,Marketing,Non-compliance,Medium,2022-11-14
5296,Operations,Non-compliance,Medium,2022-03-29
5297,Marketing,Control Weakness,Low,2022-07-30
5298,IT,Fraudulent Activity,Medium,2022-04-29
5299,HR,Fraudulent Activity,Low,2022-10-28
5300,HR,Fraudulent Activity,Medium,2022-06-10
5301,Finance,Non-compliance,High,2022-11-06
5302,Marketing,Control Weakness,High,2022-03-07
5303,Operations,Non-compliance,Medium,2022-12-30
5304,HR,Control Weakness,High,2022-03-02
5305,IT,Fraudulent Activity,Medium,2022-01-21
5306,HR,Non-compliance,High,2022-12-10
5307,Operations,Control Weakness,Low,2022-07-22
5308,Finance,Fraudulent Activity,Medium,2022-04-27
5309,HR,Control Weakness,Low,2022-08-20
5310,IT,Non-compliance,High,2022-06-13
5311,Marketing,Non-compliance,Medium,2022-06-19
5312,Operations,Fraudulent Activity,Low,2022-09-17
5313,HR,Control Weakness,Medium,2022-04-20
5314,Marketing,Non-compliance,Low,2022-07-28
5315,Finance,Control Weakness,Medium,2022-05-31
5316,Operations,Non-compliance,Low,2022-01-05
5317,HR,Control Weakness,High,2022-02-02
5318,HR,Fraudulent Activity,High,2022-10-15
5319,HR,Control Weakness,High,2022-03-03
5320,Operations,Fraudulent Activity,High,2022-08-26
5321,HR,Control Weakness,High,2022-02-15
5322,Marketing,Control Weakness,High,2022-03-19
5323,IT,Fraudulent Activity,Low,2022-09-25
5324,Marketing,Non-compliance,Low,2022-01-27
5325,IT,Non-compliance,Low,2022-04-24
5326,Finance,Fraudulent Activity,Low,2022-03-17
5327,HR,Control Weakness,Low,2022-05-30
5328,HR,Non-compliance,Low,2022-09-19
5329,IT,Fraudulent Activity,Medium,2022-02-10
5330,Operations,Control Weakness,Medium,2022-08-13
5331,Operations,Control Weakness,Low,2022-10-29
5332,Marketing,Fraudulent Activity,Medium,2022-06-18
5333,HR,Control Weakness,Medium,2022-07-13
5334,Finance,Control Weakness,Medium,2022-10-29
5335,IT,Non-compliance,High,2022-03-28
5336,IT,Fraudulent Activity,High,2022-03-28
5337,Operations,Non-compliance,High,2022-06-25
5338,Finance,Control Weakness,Low,2022-01-24
5339,Operations,Non-compliance,High,2022-01-27
5340,Operations,Non-compliance,High,2022-01-25
5341,Finance,Non-compliance,Low,2022-12-31
5342,Operations,Fraudulent Activity,Medium,2022-09-21
5343,HR,Non-compliance,Low,2022-09-08
5344,HR,Non-compliance,Medium,2022-11-20
5345,IT,Control Weakness,Medium,2022-05-11
5346,HR,Fraudulent Activity,Low,2022-12-09
5347,Finance,Non-compliance,Low,2022-01-24
5348,Marketing,Control Weakness,High,2022-03-22
5349,IT,Non-compliance,High,2022-11-04
5350,Finance,Non-compliance,High,2022-12-18
5351,HR,Fraudulent Activity,Low,2022-07-05
5352,HR,Non-compliance,Medium,2022-06-01
5353,Marketing,Non-compliance,Low,2022-12-14
5354,Finance,Fraudulent Activity,Medium,2022-01-23
5355,Operations,Control Weakness,Low,2022-04-07
5356,Finance,Fraudulent Activity,Low,2022-07-26
5357,Marketing,Control Weakness,Low,2022-04-22
5358,HR,Fraudulent Activity,High,2022-01-20
5359,HR,Non-compliance,Medium,2022-06-18
5360,Finance,Fraudulent Activity,High,2022-08-08
5361,Marketing,Fraudulent Activity,Medium,2022-02-02
5362,Finance,Fraudulent Activity,Medium,2022-12-04
5363,HR,Control Weakness,High,2022-05-05
5364,Operations,Non-compliance,High,2022-09-04
5365,Operations,Fraudulent Activity,High,2022-02-14
5366,Finance,Control Weakness,Medium,2022-03-09
5367,HR,Fraudulent Activity,Low,2022-12-09
5368,Marketing,Control Weakness,Low,2022-06-25
5369,Finance,Control Weakness,High,2022-05-22
5370,HR,Control Weakness,Low,2022-11-06
5371,IT,Non-compliance,Medium,2022-01-20
5372,HR,Fraudulent Activity,Low,2022-04-21
5373,IT,Fraudulent Activity,Medium,2022-05-31
5374,Marketing,Control Weakness,Medium,2022-10-11
5375,HR,Control Weakness,High,2022-05-23
5376,Marketing,Control Weakness,High,2022-06-28
5377,HR,Fraudulent Activity,Low,2022-05-28
5378,IT,Non-compliance,High,2022-02-13
5379,IT,Control Weakness,Medium,2022-03-02
5380,Finance,Non-compliance,High,2022-08-20
5381,IT,Non-compliance,Low,2022-12-16
5382,Marketing,Non-compliance,Medium,2022-07-13
5383,IT,Control Weakness,Medium,2022-12-27
5384,Finance,Fraudulent Activity,Low,2022-08-01
5385,Operations,Control Weakness,Low,2022-09-12
5386,Operations,Non-compliance,Low,2022-06-20
5387,HR,Fraudulent Activity,Medium,2022-12-30
5388,IT,Fraudulent Activity,Low,2022-10-30
5389,Finance,Control Weakness,Low,2022-04-08
5390,IT,Control Weakness,Low,2022-01-16
5391,Finance,Fraudulent Activity,Medium,2022-05-23
5392,IT,Non-compliance,Low,2022-04-04
